id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordedByID,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
102515,UCSB,IZC,,PreservedSpecimen,2c277553-e37d-4d79-9872-74ab47294e2b,UCSB-IZC00007828,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-09-11,2017,9,11,254,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:15:41",,1,urn:uuid:2c277553-e37d-4d79-9872-74ab47294e2b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102515
102516,UCSB,IZC,,PreservedSpecimen,929d2fb8-a737-4386-a11e-442395afb630,UCSB-IZC00007839,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-09-11,2017,9,11,254,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:32:57",,1,urn:uuid:929d2fb8-a737-4386-a11e-442395afb630,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102516
102517,UCSB,IZC,,PreservedSpecimen,238a7f45-9832-4d4b-9fbb-87681beb3712,UCSB-IZC00007751,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-10-11,2017,9,11,284,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:16:24",,1,urn:uuid:238a7f45-9832-4d4b-9fbb-87681beb3712,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102517
102518,UCSB,IZC,,PreservedSpecimen,53ae0fc5-db3d-45d3-838c-1a331cfd1606,UCSB-IZC00007721,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-10-11,2017,9,11,284,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:32:08",,1,urn:uuid:53ae0fc5-db3d-45d3-838c-1a331cfd1606,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102518
102519,UCSB,IZC,,PreservedSpecimen,40197316-29af-4d7b-8d06-3d32b9c249c4,UCSB-IZC00007662,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-10-11,2017,9,11,284,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:29:43",,1,urn:uuid:40197316-29af-4d7b-8d06-3d32b9c249c4,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102519
102520,UCSB,IZC,,PreservedSpecimen,8bd4e630-675a-489e-9d28-a58745ca3fed,UCSB-IZC00007831,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-10-11,2017,9,11,284,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:08:28",,1,urn:uuid:8bd4e630-675a-489e-9d28-a58745ca3fed,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102520
102521,UCSB,IZC,,PreservedSpecimen,58577ece-5ea0-4412-b13b-bd1a86898891,UCSB-IZC00007619,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-10-11,2017,9,11,284,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:37:11",,1,urn:uuid:58577ece-5ea0-4412-b13b-bd1a86898891,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102521
102522,UCSB,IZC,,PreservedSpecimen,ccd48330-def1-4921-9e19-004a51d5cd0b,UCSB-IZC00007734,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-10-11,2017,9,11,284,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:08:01",,1,urn:uuid:ccd48330-def1-4921-9e19-004a51d5cd0b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102522
102526,UCSB,IZC,,PreservedSpecimen,ec28c8d9-03e6-4dde-9b88-5530498fd7ef,UCSB-IZC00007442,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-09-30,2017,9,30,273,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:30:04",,1,urn:uuid:ec28c8d9-03e6-4dde-9b88-5530498fd7ef,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102526
102527,UCSB,IZC,,PreservedSpecimen,ee7ec14b-6d03-4e0a-a4f7-257c0a5f1ad7,UCSB-IZC00007746,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-09-30,2017,9,30,273,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:14:02",,1,urn:uuid:ee7ec14b-6d03-4e0a-a4f7-257c0a5f1ad7,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102527
102528,UCSB,IZC,,PreservedSpecimen,23e0d91d-6e63-434f-86eb-18e9b23a573c,UCSB-IZC00007636,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-09-30,2017,9,30,273,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:30:23",,1,urn:uuid:23e0d91d-6e63-434f-86eb-18e9b23a573c,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102528
102529,UCSB,IZC,,PreservedSpecimen,287b1eb7-e234-44aa-992b-d431b140bc34,UCSB-IZC00007633,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-09-30,2017,9,30,273,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:32:30",,1,urn:uuid:287b1eb7-e234-44aa-992b-d431b140bc34,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102529
102530,UCSB,IZC,,PreservedSpecimen,dcd79616-90b6-47e1-b05d-b9869156d8a9,UCSB-IZC00007728,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,,,,,,,,"P. &. S. Russell",,,,2017-09-30,2017,9,30,273,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:16:07",,1,urn:uuid:dcd79616-90b6-47e1-b05d-b9869156d8a9,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102530
102532,UCSB,IZC,,PreservedSpecimen,9d3c2f6f-57f0-4a08-aa82-e1be8f63ced1,UCSB-IZC00007545,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-12-07,2017,12,7,341,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:52:57",,1,urn:uuid:9d3c2f6f-57f0-4a08-aa82-e1be8f63ced1,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102532
102533,UCSB,IZC,,PreservedSpecimen,efa4fc6b-bfa4-416a-b608-1e41128cce7b,UCSB-IZC00007880,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph001",4611,,Enicospilus,"sp. RBoph001",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-12-07,2017,12,7,341,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 10:56:04",,1,urn:uuid:efa4fc6b-bfa4-416a-b608-1e41128cce7b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102533
102534,UCSB,IZC,,PreservedSpecimen,05a8121a-4ccb-4856-88b4-07d042b477ad,UCSB-IZC00007664,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-12-07,2017,12,7,341,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:42:08",,1,urn:uuid:05a8121a-4ccb-4856-88b4-07d042b477ad,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102534
102535,UCSB,IZC,,PreservedSpecimen,4bdb74b7-61ef-4559-9309-d2037011ec68,UCSB-IZC00007659,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-12-07,2017,12,7,341,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:39:18",,1,urn:uuid:4bdb74b7-61ef-4559-9309-d2037011ec68,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102535
102536,UCSB,IZC,,PreservedSpecimen,2f8d469f-cd63-4cd1-8069-05ecf36f38f3,UCSB-IZC00007835,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-12-07,2017,12,7,341,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:52:13",,1,urn:uuid:2f8d469f-cd63-4cd1-8069-05ecf36f38f3,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102536
102537,UCSB,IZC,,PreservedSpecimen,96081829-017a-438c-8771-d28b49bd2d02,UCSB-IZC00007823,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-12-07,2017,12,7,341,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:52:35",,1,urn:uuid:96081829-017a-438c-8771-d28b49bd2d02,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102537
102538,UCSB,IZC,,PreservedSpecimen,7d63fae3-5d0d-4848-be14-4e873f760a36,UCSB-IZC00007848,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-12-07,2017,12,7,341,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-05-07 15:25:23",,1,urn:uuid:7d63fae3-5d0d-4848-be14-4e873f760a36,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102538
102539,UCSB,IZC,,PreservedSpecimen,c13ab8b2-0140-4a60-a91a-b429a9a612fa,UCSB-IZC00007836,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-12-07,2017,12,7,341,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:33:59",,1,urn:uuid:c13ab8b2-0140-4a60-a91a-b429a9a612fa,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102539
102540,UCSB,IZC,,PreservedSpecimen,3ebb27fe-e526-4da9-a764-455fa4c07147,UCSB-IZC00007500,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-11-12,2017,11,12,316,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:01:12",,1,urn:uuid:3ebb27fe-e526-4da9-a764-455fa4c07147,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102540
102541,UCSB,IZC,,PreservedSpecimen,2dd99fcd-e2d0-4d65-8256-8d8e21976771,UCSB-IZC00007760,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-11-12,2017,11,12,316,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:53:35",,1,urn:uuid:2dd99fcd-e2d0-4d65-8256-8d8e21976771,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102541
102542,UCSB,IZC,,PreservedSpecimen,fc7dac0b-23d8-4ccc-9032-59981a9a173f,UCSB-IZC00007534,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-11-12,2017,11,12,316,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:43:30",,1,urn:uuid:fc7dac0b-23d8-4ccc-9032-59981a9a173f,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102542
102543,UCSB,IZC,,PreservedSpecimen,97ed03a0-fa87-4781-982c-e60fba934faf,UCSB-IZC00008387,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-11-12,2017,11,12,316,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:57:30",,1,urn:uuid:97ed03a0-fa87-4781-982c-e60fba934faf,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102543
102544,UCSB,IZC,,PreservedSpecimen,1cd7d6e1-0eb8-467b-aa96-861c0c194a35,UCSB-IZC00007767,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-11-12,2017,11,12,316,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:43:11",,1,urn:uuid:1cd7d6e1-0eb8-467b-aa96-861c0c194a35,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102544
102546,UCSB,IZC,,PreservedSpecimen,506b90f5-313d-4417-833f-cd4f370fc49b,UCSB-IZC00007624,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-11-12,2017,11,12,316,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:42:41",,1,urn:uuid:506b90f5-313d-4417-833f-cd4f370fc49b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102546
102550,UCSB,IZC,,PreservedSpecimen,a1a99d6d-862c-4a8a-8fb0-eb35d159716c,UCSB-IZC00007496,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-11-15,2017,11,15,319,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:38:19",,1,urn:uuid:a1a99d6d-862c-4a8a-8fb0-eb35d159716c,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102550
102551,UCSB,IZC,,PreservedSpecimen,2fd7d869-0dcd-412b-a8ca-5964e0866317,UCSB-IZC00007568,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph005",4615,,Ophion,"sp. RBoph005",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2018-01-03,2018,1,3,3,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-05-07 15:29:20",,1,urn:uuid:2fd7d869-0dcd-412b-a8ca-5964e0866317,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102551
102552,UCSB,IZC,,PreservedSpecimen,2e663bc5-7b93-405f-8603-d4249901a4b3,UCSB-IZC00007583,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2018-01-03,2018,1,3,3,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:38:50",,1,urn:uuid:2e663bc5-7b93-405f-8603-d4249901a4b3,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102552
102553,UCSB,IZC,,PreservedSpecimen,cdad4487-d708-4ddf-a824-c8ba27b88b96,UCSB-IZC00000808,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2018-01-03,2018,1,3,3,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:41:50",,1,urn:uuid:cdad4487-d708-4ddf-a824-c8ba27b88b96,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102553
102554,UCSB,IZC,,PreservedSpecimen,a9f3e857-f078-4483-940e-7b43e5eb9b42,UCSB-IZC00007605,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-09-21,2017,9,21,264,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:06:51",,1,urn:uuid:a9f3e857-f078-4483-940e-7b43e5eb9b42,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102554
102555,UCSB,IZC,,PreservedSpecimen,152cf5a5-850a-47c2-ab75-f9852a84a9b5,UCSB-IZC00007530,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-09-21,2017,9,21,264,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:05:59",,1,urn:uuid:152cf5a5-850a-47c2-ab75-f9852a84a9b5,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102555
102556,UCSB,IZC,,PreservedSpecimen,d9f69b34-2b75-4208-9c91-4ce563cd9d2c,UCSB-IZC00007592,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-11-27,2017,11,27,331,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:53:18",,1,urn:uuid:d9f69b34-2b75-4208-9c91-4ce563cd9d2c,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102556
102557,UCSB,IZC,,PreservedSpecimen,c98d6e18-b219-4462-b1dd-452ac1dbff2b,UCSB-IZC00007658,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-11-27,2017,11,27,331,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:40:31",,1,urn:uuid:c98d6e18-b219-4462-b1dd-452ac1dbff2b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102557
102562,UCSB,IZC,,PreservedSpecimen,97cde169-8890-4c66-9f15-dc51da79c889,UCSB-IZC00007824,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,"Rachel Behm",2018,,,,,,"P. &. S. Russell",,,,2017-12-05,2017,12,5,339,,,,,,,,,,,,,,,,,,"UV/MV light",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Rd",,0,,34.4638,-119.7436,,,,,,,,,215,,,,,,,,rbehm,"2018-04-24 11:42:24",,1,urn:uuid:97cde169-8890-4c66-9f15-dc51da79c889,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=102562
