id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordedByID,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
104499,0000,,,PreservedSpecimen,3d525640-1e0b-4882-a699-824e7e4aed0b,SBMNHENT0113794,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph006",4616,,Enicospilus,"sp. RBoph006",,,"Rachel Behm",2018,,,,,,,,,,1975-05-25,1975,5,25,145,152,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",,"Santa Cruz Island",,0,,34.008126,-119.724201,,20754,,"rbehm (2018-07-03 10:20:16)",,"georef batch tool 2018-07-03; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-26 15:24:34",,2,urn:uuid:3d525640-1e0b-4882-a699-824e7e4aed0b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104499
104500,0000,,,PreservedSpecimen,f12002bf-8d4b-41ba-b30c-ac973939efb8,SBMNHENT0113787,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"R. L. Doutt",,,,1997-09-29,1997,9,29,272,152,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",Montecito,"San Ysidro Creek",,0,,34.419115,-119.625311,,3132,,"rbehm (2018-07-31 13:21:43)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:21:43",,2,urn:uuid:f12002bf-8d4b-41ba-b30c-ac973939efb8,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104500
104501,0000,,,PreservedSpecimen,7bd06b1a-b405-43a3-b112-bb8e9609bb65,SBMNHENT0113782,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"R. L. Doutt",,,,1997-12-04,1997,12,4,338,152,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",Montecito,"San Ysidro Creek",,0,,34.419115,-119.625311,,3132,,"rbehm (2018-07-31 13:21:43)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:21:43",,2,urn:uuid:7bd06b1a-b405-43a3-b112-bb8e9609bb65,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104501
104502,0000,,,PreservedSpecimen,ae973a56-1873-44c8-a343-391bbb5ad8d1,SBMNHENT0113789,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"R. L. Doutt",,,,1998-11-18,1998,11,18,322,152,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",Montecito,"San Ysidro Creek",,0,,34.419115,-119.625311,,3132,,"rbehm (2018-07-31 13:21:43)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:21:43",,2,urn:uuid:ae973a56-1873-44c8-a343-391bbb5ad8d1,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104502
104503,0000,,,PreservedSpecimen,14a66acf-23c4-40a7-8b86-7cfaf6de151d,SBMNHENT0113785,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"R. L. Doutt",,,,1999-09-06,1999,9,6,249,152,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",Montecito,"San Ysidro Creek",,0,,34.419115,-119.625311,,3132,,"rbehm (2018-07-31 13:21:43)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:21:43",,2,urn:uuid:14a66acf-23c4-40a7-8b86-7cfaf6de151d,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104503
104504,0000,,,PreservedSpecimen,130d62fb-81a1-4abc-bc88-e08f1192ae9b,SBMNHENT0113780,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"R. L. Doutt",,,,1997-10-31,1997,10,31,304,152,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",Montecito,"San Ysidro Creek",,0,,34.419115,-119.625311,,3132,,"rbehm (2018-07-31 13:21:43)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:21:43",,2,urn:uuid:130d62fb-81a1-4abc-bc88-e08f1192ae9b,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104504
104505,0000,,,PreservedSpecimen,8a131775-65a9-4ca9-b791-3fd59c5a2e7e,SBMNHENT0113776,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"R. L. Doutt",,,,,2000,9,12,256,262,"2000-09-12 to 2000-09-18",,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",Montecito,"San Ysidro Creek",,0,,34.419115,-119.625311,,3132,,"rbehm (2018-07-31 13:21:43)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:21:43",,2,urn:uuid:8a131775-65a9-4ca9-b791-3fd59c5a2e7e,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104505
104506,0000,,,PreservedSpecimen,b8d9f302-0578-4d3a-9329-b5a8b794ffde,SBMNHENT0113783,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"N.W. Boker",,,,1967-11-10,1967,11,10,314,262,,"Illegible address, assumed it was Sherwood Drive",,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",,"Sherwood Drive",,0,,34.435968,-119.702423,,6785,,"rbehm (2018-11-05 19:57:35)",,"georef batch tool 2018-11-05; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-11-05 18:57:35",,2,urn:uuid:b8d9f302-0578-4d3a-9329-b5a8b794ffde,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104506
104507,0000,,,PreservedSpecimen,e935ebf1-b297-4314-b4d1-83f018e6dd66,SBMNHENT0113771,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"R. L. Doutt",,,,1997-10-06,1997,10,6,279,262,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",Montecito,"San Ysidro Creek",,0,,34.419115,-119.625311,,3132,,"rbehm (2018-07-31 13:21:43)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:21:43",,2,urn:uuid:e935ebf1-b297-4314-b4d1-83f018e6dd66,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104507
104508,0000,,,PreservedSpecimen,9c5ed7e8-b8c8-4dc6-8717-b2678e1e12ef,SBMNHENT0113742,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"R. L. Doutt",,,,1997-10-06,1997,10,6,279,262,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",Montecito,"San Ysidro Creek",,0,,34.419115,-119.625311,,3132,,"rbehm (2018-07-31 13:21:43)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:21:43",,2,urn:uuid:9c5ed7e8-b8c8-4dc6-8717-b2678e1e12ef,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104508
104509,0000,,,PreservedSpecimen,b33b4570-5934-4829-b2be-6c4a9e26ea94,SBMNHENT0113781,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"R. L. Doutt",,,,1997-06-19,1997,6,19,170,262,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",Montecito,"San Ysidro Creek",,0,,34.419115,-119.625311,,3132,,"rbehm (2018-07-31 13:21:43)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:21:43",,2,urn:uuid:b33b4570-5934-4829-b2be-6c4a9e26ea94,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104509
104510,0000,,,PreservedSpecimen,cef5b7a8-fa69-49c7-a562-0c61a31f0e0a,SBMNHENT0113752,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. & S. Russell",,,,2009-08-26,2009,8,26,238,,,"Captured post Jesusita wildfire of May 7, 2009",,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Road",,0,,34.4638,-119.7436,,,,"rbehm (2018-11-05 14:50:10)",,"georef batch tool 2018-11-05; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-11-05 13:50:10",,2,urn:uuid:cef5b7a8-fa69-49c7-a562-0c61a31f0e0a,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104510
104511,0000,,,PreservedSpecimen,8ded0105-0473-4349-a3d6-416a86ac3cdc,SBMNHENT0113772,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"R. L. Doutt",,,,1997-10-05,1997,10,5,278,,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",Montecito,"San Ysidro Creek",,0,,34.419115,-119.625311,,3132,,"rbehm (2018-07-31 13:21:43)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:21:43",,2,urn:uuid:8ded0105-0473-4349-a3d6-416a86ac3cdc,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104511
104512,0000,,,PreservedSpecimen,85765ec6-3e75-4794-88a0-b041a8fa17ae,SBMNHENT0113791,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,,,,,,,,"Paul & Sandy Russell",,,,2001-08-01,2001,8,1,213,,,,,,,,,,,,,,,,,,"MV & UV",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Road",,0,,34.4638,-119.7436,,,,"rbehm (2018-11-05 14:50:10)",,"georef batch tool 2018-11-05; GeoLocate","reviewed - high confidence",,700,,,,,,,,czhu,"2018-11-05 13:50:10",,2,urn:uuid:85765ec6-3e75-4794-88a0-b041a8fa17ae,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104512
104513,0000,,,PreservedSpecimen,8604afcb-e85f-42d3-980d-f3a96bf591c2,SBMNHENT0113738,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"R. L. Doutt",,,,1997-09-12,1997,9,12,255,,,,,,,,,,,,,,,,,,"MV & UV",,,"United States",California,"Santa Barbara","Santa Barbara","San Ysidro Creek",,0,,34.43901,-119.722107,,10112,,"rbehm (2018-11-05 20:50:41)",,"georef batch tool 2018-11-05; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-11-05 19:50:41",,2,urn:uuid:8604afcb-e85f-42d3-980d-f3a96bf591c2,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104513
104514,0000,,,PreservedSpecimen,829270b8-489f-43a8-9685-1ed6b6f3adea,SBMNHENT0113748,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"P. & S. Russell",,,,2011-09-11,2011,9,11,254,,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Road",,0,,34.4638,-119.7436,,,,"rbehm (2018-11-05 14:50:10)",,"georef batch tool 2018-11-05; GeoLocate","reviewed - high confidence",,700,,,,,,,,czhu,"2018-11-05 13:50:10",,2,urn:uuid:829270b8-489f-43a8-9685-1ed6b6f3adea,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104514
104515,0000,,,PreservedSpecimen,f42d8709-c639-43d2-9e35-c7d3342fd3ae,SBMNHENT0113756,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,,,,,1953-09-30,1953,9,30,273,,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara","Santa Barbara",,,0,,,,,,,,,,,,,,,,,,,,czhu,"2018-05-21 14:11:07",,2,urn:uuid:f42d8709-c639-43d2-9e35-c7d3342fd3ae,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104515
104516,0000,,,PreservedSpecimen,9d3e7a0f-b1b0-43f5-9371-8d4b0fa96392,SBMNHENT0113762,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"Paul & Sandy Russell",,,,2001-08-29,2001,8,29,241,,,,,,,,,,,,,,,,,,"MV & UV",,,"United States",California,"Santa Barbara","Santa Barbara","3770 Foothill Road",,0,,34.4638,-119.7436,,,,"rbehm (2018-11-05 14:50:10)",,"georef batch tool 2018-11-05; GeoLocate","reviewed - high confidence",,700,,,,,,,,czhu,"2018-11-05 13:50:10",,2,urn:uuid:9d3e7a0f-b1b0-43f5-9371-8d4b0fa96392,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104516
104517,0000,,,PreservedSpecimen,9a9d21dc-fd4e-4a3c-9924-8fe006796b82,SBMNHENT0113734,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Enicospilus sp. RBoph002",4612,,Enicospilus,"sp. RBoph002",,,"Rachel Behm",2018,,,,,,"N.W. Baker",,,,1962-07-11,1962,7,11,192,,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara","Santa Barbara","S.B. near City Fill",,0,,34.430305,-119.716156,,4911,,"rbehm (2018-11-05 19:45:35)",,"georef batch tool 2018-11-05; GeoLocate","reviewed - high confidence",,91,,,,,,,,czhu,"2018-11-05 18:45:35",,2,urn:uuid:9a9d21dc-fd4e-4a3c-9924-8fe006796b82,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104517
104518,0000,,,PreservedSpecimen,de2da0dc-961a-4fed-928c-4fd1b5b3cc31,SBMNHENT0113764,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,,,,,,,,"R. L. Doutt",,,,1999-04-16,1999,4,16,106,152,,"Caught at night",,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",Carpinteria,"Carpinteria UC Salt Marsh Reserve",,0,,34.401226,-119.536211,,1108,,"rbehm (2018-07-31 13:14:17)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:14:17",,2,urn:uuid:de2da0dc-961a-4fed-928c-4fd1b5b3cc31,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104518
104519,0000,,,PreservedSpecimen,a5743e76-4e12-4c72-b43e-295b116a730a,SBMNHENT0113766,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,"Ophion sp. RBoph003",4613,,Ophion,"sp. RBoph003",,,Bisdee,1982,,,,,,"S. Bennett",,,,1987-04-25,1987,4,25,115,152,,,,,,,,,,,,,,,,,,,,"United States",California,"Los Angeles",,"Catalina Island; Toyon Canyon",,0,,33.399628,-118.421633,,20002,,"rbehm (2018-08-14 12:42:12)",,"georef batch tool 2018-08-14; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-08-14 12:42:12",,2,urn:uuid:a5743e76-4e12-4c72-b43e-295b116a730a,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104519
104520,0000,,,PreservedSpecimen,2886708b-679d-4973-8853-670cb1b12914,SBMNHENT0113769,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophioninae,4568,,,,,,,,,,,,,"P.W. Collins",,"W.G. Abbott",,1976-02-23,1976,2,23,54,152,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",,"Santa Rosa Island; Beecher's Bay",,,,33.950003,-120.100964,,5421,,"rbehm (2018-08-02 16:02:10)",,"georef batch tool 2018-08-02; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-08-02 16:02:10",,2,urn:uuid:2886708b-679d-4973-8853-670cb1b12914,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104520
104521,0000,,,PreservedSpecimen,dd025111-8418-49e0-977e-4d25d063bab8,SBMNHENT0113755,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophion,4576,"Fabricius 1798",Ophion,,,,Bisdee,1982,,,,,,"S. Miller",,"K. Cheesman & P. Mercer",,1980-11-15,1980,11,15,320,321,"1980-11-15 to 1980-11-16",,,,,,,,,,,,,,,,"UV light trap",,,"United States",California,Ventura,,"West Anacapa Island",,,,34.01056,-119.425117,,1924,,"rbehm (2018-07-31 13:45:00)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:45:00",,2,urn:uuid:dd025111-8418-49e0-977e-4d25d063bab8,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104521
104522,0000,,,PreservedSpecimen,c42153f9-0f90-4f9c-99a9-4b053ec62eb0,SBMNHENT0113759,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophioninae,4568,,,,,,,,,,,,,"R. L. Doutt",,,,1999-04-16,1999,4,16,106,321,,"Caught at night",,,,,,,,,,,,,,,"UV light trap",,,"United States",California,"Santa Barbara",Carpinteria,"Carpinteria UC Salt Marsh Reserve",,,,34.401226,-119.536211,,1108,,"rbehm (2018-07-31 13:14:17)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:14:17",,2,urn:uuid:c42153f9-0f90-4f9c-99a9-4b053ec62eb0,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104522
104523,0000,,,PreservedSpecimen,674514b6-8951-44d0-af65-e350248066f4,SBMNHENT0113737,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophioninae,4568,,,,,,,,,,,,,"P.W. Collins",,"W.G. Abbott",,1976-02-23,1976,2,23,54,321,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",,"Santa Rosa Island; Beecher's Bay",,,,33.950003,-120.100964,,5421,,"rbehm (2018-08-02 16:02:10)",,"georef batch tool 2018-08-02; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-08-02 16:02:10",,2,urn:uuid:674514b6-8951-44d0-af65-e350248066f4,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104523
104524,0000,,,PreservedSpecimen,591a17c5-ff15-42da-b99b-7dea815ae0a1,SBMNHENT0113770,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophioninae,4568,,,,,,,,,,,,,"R. L. Doutt",,,,1997-03-10,1997,3,10,69,321,,"Caught at night",,,,,,,,,,,,,,,"Mercury vapor Lanp",,,"United States",California,"Santa Barbara",Montecito,,,,,,,,,,,,,,,,,,,,,,,czhu,"2018-05-07 14:41:58",,2,urn:uuid:591a17c5-ff15-42da-b99b-7dea815ae0a1,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104524
104525,0000,,,PreservedSpecimen,a65d5579-6547-4a91-9b61-5f06e98ed4e3,SBMNHENT0113732,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophioninae,4568,,,,,,,,,,,,,"Thomas E Dimock 1025",,,,1999-05-14,1999,5,14,134,321,,,,,,,,,,,,,,,,,"UV light and traps",,,"United States",California,Ventura,,"Sespe Cr. at Derrydale Cr.",,,,34.583992,-119.262757,,,,,,,,,1087,,,,,,,,czhu,"2018-05-07 14:57:23",,2,urn:uuid:a65d5579-6547-4a91-9b61-5f06e98ed4e3,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104525
104526,0000,,,PreservedSpecimen,db99ac8f-af81-468e-88bd-0a5a1667b07a,SBMNHENT0113744,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophioninae,4568,,,,,,,,,,,,,"R. L. Doutt",,,,1999-04-16,1999,4,16,106,321,,"Caught at night",,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",Carpinteria,"Carpinteria UC Salt Marsh Reserve",,,,34.401226,-119.536211,,1108,,"rbehm (2018-07-31 13:14:17)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:14:17",,2,urn:uuid:db99ac8f-af81-468e-88bd-0a5a1667b07a,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104526
104527,0000,,,PreservedSpecimen,8597eb19-2e8c-40ac-9a95-76cc2cf4c8f4,SBMNHENT0113746,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophion,4576,"Fabricius 1798",Ophion,,,,Bisdee,1982,,,,,,"S. Miller",,"K. Cheesman & P. Mercer",,,1999,4,16,106,321,"1980-11-15 to 1980-11-16",,,,,,,,,,,,,,,,"UV light trap",,,"United States",California,Ventura,,"West Anacapa Island",,,,34.01056,-119.425117,,1924,,"rbehm (2018-07-31 13:45:00)",,"georef batch tool 2018-07-31; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-31 13:45:00",,2,urn:uuid:8597eb19-2e8c-40ac-9a95-76cc2cf4c8f4,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104527
104528,0000,,,PreservedSpecimen,9639640d-26f7-440a-bb4f-f050c09a231e,SBMNHENT0113735,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophion,4576,"Fabricius 1798",Ophion,,,,"D.B. Wahl",1984,,,,,,"United States Department of Agriculture",,,,1960-10-18,1960,10,18,292,321,"1980-11-15 to 1980-11-16",,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",,"Santa Cruz Island",,,,34.008126,-119.724201,,20754,,"rbehm (2018-07-03 10:20:16)",,"georef batch tool 2018-07-03; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-03 10:20:16",,2,urn:uuid:9639640d-26f7-440a-bb4f-f050c09a231e,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104528
104529,0000,,,PreservedSpecimen,343f938b-930b-4615-9a02-79232b682ec7,SBMNHENT0113750,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophion,4576,"Fabricius 1798",Ophion,,,,Bisdee,1980,,,,,,"S. E. Miller",,"P. M. Mercer",,,1960,10,18,292,161,"1980-06-06 to 1980-06-09",,,,,,,,,,,,,,,,,,,"United States",California,Ventura,,"San Nicolas Island; barracks area",,,,33.245926,-119.4888,,3304,,"rbehm (2018-08-02 12:49:02)",,"georef batch tool 2018-08-02; GeoLocate","reviewed - high confidence",,142,,,,,,,,czhu,"2018-08-02 12:49:02",,2,urn:uuid:343f938b-930b-4615-9a02-79232b682ec7,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104529
104560,0000,,,PreservedSpecimen,c74bedb9-cbb4-4e64-b444-fe7084c5741a,SBMNHENT0113758,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophioninae,4568,,,,,,,,,,,,,"United States Department of Agriculture",,,,1960-10-18,1960,10,18,292,,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",,"Santa Cruz Island",,,,34.008126,-119.724201,,20754,,"rbehm (2018-07-03 10:20:16)",,"georef batch tool 2018-07-03; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-03 10:20:16",,2,urn:uuid:c74bedb9-cbb4-4e64-b444-fe7084c5741a,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104560
104561,0000,,,PreservedSpecimen,332454b3-6ec7-4a45-8e0a-53d76f70a779,SBMNHENT0113754,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophioninae,4568,,,,,,,,,,,,,"M. Caterino",,,,2005-01-15,2005,1,15,15,,,"at light",,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",,"UC Sedgwick Reserve",,,,34.7114,120.0409,,,,,,,,,,,,,,,,,czhu,"2018-05-14 13:25:42",,2,urn:uuid:332454b3-6ec7-4a45-8e0a-53d76f70a779,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104561
104562,0000,,,PreservedSpecimen,f2a5eb66-b4f6-4e99-921c-aa9677b797c9,SBMNHENT0113745,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Ophioninae,4568,,,,,,,,,,,,,"United States Department of Agriculture",,,,1960-10-18,1960,10,18,292,,,,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara",,"Santa Cruz Island",,,,34.008126,-119.724201,,20754,,"rbehm (2018-07-03 10:20:16)",,"georef batch tool 2018-07-03; GeoLocate","reviewed - high confidence",,,,,,,,,,czhu,"2018-07-03 10:20:16",,2,urn:uuid:f2a5eb66-b4f6-4e99-921c-aa9677b797c9,https://symbiota.ccber.ucsb.edu:443/collections/individual/index.php?occid=104562
